button_id,event_id,button_text,button_type,outcome_type,outcome_value,outcome_amount,loyalty_change,tile_effect,army_effect,next_event_id,prerequisite_flag
PROT_05_S_BTN2,PROT_05_SUMMON,Stand in the Road,standard,trigger_event,PROT_05_TAME,0,,,,,
PROT_05_T_BTN1,PROT_05_TAME,Acknowledge the Deescalation,standard,set_flag,prot_05_tame,0,,,,PROT_05_AGREE,
PROT_05_T_BTN2,PROT_05_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_05_tame,0,,,,PROT_05_AGREE,
PROT_05_A_BTN1,PROT_05_AGREE,Accept the Horseman's Declaration,standard,set_flag,prot_05_agreed,0,,,,,
PROT_05_A_BTN2,PROT_05_AGREE,The Full Hudson Valley Accord,explicit,set_flag,prot_05_agreed,0,,,,,
PROT_06_S_BTN1,PROT_06_SUMMON,Signal from the Shore,standard,trigger_event,PROT_06_TAME,0,,,,,
PROT_06_S_BTN2,PROT_06_SUMMON,Consult the Bay Fishermen,standard,trigger_event,PROT_06_TAME,0,,,,,
PROT_06_T_BTN1,PROT_06_TAME,Acknowledge the Deescalation,standard,set_flag,prot_06_tame,0,,,,PROT_06_AGREE,
PROT_06_T_BTN2,PROT_06_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_06_tame,0,,,,PROT_06_AGREE,
PROT_06_A_BTN1,PROT_06_AGREE,Accept Chessie's Patrol Commitment,standard,set_flag,prot_06_agreed,0,,,,,
PROT_06_A_BTN2,PROT_06_AGREE,The Full Chesapeake Accord,explicit,set_flag,prot_06_agreed,0,,,,,
PROT_07_S_BTN1,PROT_07_SUMMON,Contact Local Spiritual Practitioners,standard,trigger_event,PROT_07_TAME,0,,,,,
PROT_07_S_BTN2,PROT_07_SUMMON,Announce Your Purpose Plainly,standard,trigger_event,PROT_07_TAME,0,,,,,
PROT_07_T_BTN1,PROT_07_TAME,Acknowledge the Deescalation,standard,set_flag,prot_07_tame,0,,,,PROT_07_AGREE,
PROT_07_T_BTN2,PROT_07_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_07_tame,0,,,,PROT_07_AGREE,
PROT_07_A_BTN1,PROT_07_AGREE,Accept the Bell Witch's Commitment,standard,set_flag,prot_07_agreed,0,,,,,
PROT_07_A_BTN2,PROT_07_AGREE,The Full Tennessee Alliance,explicit,set_flag,prot_07_agreed,0,,,,,
PROT_08_S_BTN1,PROT_08_SUMMON,Hail Using Original Flag Codes,standard,trigger_event,PROT_08_TAME,0,,,,,
PROT_08_S_BTN2,PROT_08_SUMMON,Send a Port Authority Team,standard,trigger_event,PROT_08_TAME,0,,,,,
PROT_08_T_BTN1,PROT_08_TAME,Acknowledge the Deescalation,standard,set_flag,prot_08_tame,0,,,,PROT_08_AGREE,
PROT_08_T_BTN2,PROT_08_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_08_tame,0,,,,PROT_08_AGREE,
PROT_08_A_BTN1,PROT_08_AGREE,Formally Commission Old Ironsides,standard,set_flag,prot_08_agreed,0,,,,,
PROT_08_A_BTN2,PROT_08_AGREE,The Full Naval Recommissioning,explicit,set_flag,prot_08_agreed,0,,,,,
PROT_09_S_BTN1,PROT_09_SUMMON,Walk the Perimeter at Dawn,standard,trigger_event,PROT_09_TAME,0,,,,,
PROT_09_S_BTN2,PROT_09_SUMMON,Station a Garrison — Wait,standard,trigger_event,PROT_09_TAME,0,,,,,
PROT_09_T_BTN1,PROT_09_TAME,Acknowledge the Deescalation,standard,set_flag,prot_09_tame,0,,,,PROT_09_AGREE,
PROT_09_T_BTN2,PROT_09_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_09_tame,0,,,,PROT_09_AGREE,
PROT_09_A_BTN1,PROT_09_AGREE,Accept the Guardian's Blessing,standard,set_flag,prot_09_agreed,0,,,,,
PROT_09_A_BTN2,PROT_09_AGREE,The Full Valley Forge Ceremony,explicit,set_flag,prot_09_agreed,0,,,,,
PROT_10_S_BTN1,PROT_10_SUMMON,Establish a Feeding Station,standard,trigger_event,PROT_10_TAME,0,,,,,
PROT_10_S_BTN2,PROT_10_SUMMON,Approach from the Supply Route,standard,trigger_event,PROT_10_TAME,0,,,,,
PROT_10_T_BTN1,PROT_10_TAME,Acknowledge the Deescalation,standard,set_flag,prot_10_tame,0,,,,PROT_10_AGREE,
PROT_10_T_BTN2,PROT_10_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_10_tame,0,,,,PROT_10_AGREE,
PROT_10_A_BTN1,PROT_10_AGREE,Accept the Snallygaster's Protection,standard,set_flag,prot_10_agreed,0,,,,,
PROT_10_A_BTN2,PROT_10_AGREE,The Full Maryland Agreement,explicit,set_flag,prot_10_agreed,0,,,,,
PROT_11_S_BTN1,PROT_11_SUMMON,Prepare an Updated Map,standard,trigger_event,PROT_11_TAME,0,,,,,
PROT_11_S_BTN2,PROT_11_SUMMON,Intercept the Route — Gently,standard,trigger_event,PROT_11_TAME,0,,,,,
PROT_11_T_BTN1,PROT_11_TAME,Acknowledge the Deescalation,standard,set_flag,prot_11_tame,0,,,,PROT_11_AGREE,
PROT_11_T_BTN2,PROT_11_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_11_tame,0,,,,PROT_11_AGREE,
PROT_11_A_BTN1,PROT_11_AGREE,Formally Integrate Paul Revere,standard,set_flag,prot_11_agreed,0,,,,,
PROT_11_A_BTN2,PROT_11_AGREE,The Full Intelligence Alliance,explicit,set_flag,prot_11_agreed,0,,,,,
PROT_12_S_BTN1,PROT_12_SUMMON,Address the Bell Directly,standard,trigger_event,PROT_12_TAME,0,,,,,
PROT_12_S_BTN2,PROT_12_SUMMON,Establish a Bell Protocol,standard,trigger_event,PROT_12_TAME,0,,,,,
PROT_12_T_BTN1,PROT_12_TAME,Acknowledge the Deescalation,standard,set_flag,prot_12_tame,0,,,,PROT_12_AGREE,
PROT_12_T_BTN2,PROT_12_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_12_tame,0,,,,PROT_12_AGREE,
PROT_12_A_BTN1,PROT_12_AGREE,Accept the Liberty Bell's Commitment,standard,set_flag,prot_12_agreed,0,,,,,
PROT_12_A_BTN2,PROT_12_AGREE,The Full Independence Hall Accord,explicit,set_flag,prot_12_agreed,0,,,,,
PROT_13_S_BTN1,PROT_13_SUMMON,Consult Vermont Communities,standard,trigger_event,PROT_13_TAME,0,,,,,
PROT_13_S_BTN2,PROT_13_SUMMON,Walk the Ridgeline at Dusk,standard,trigger_event,PROT_13_TAME,0,,,,,
PROT_13_T_BTN1,PROT_13_TAME,Acknowledge the Deescalation,standard,set_flag,prot_13_tame,0,,,,PROT_13_AGREE,
PROT_13_T_BTN2,PROT_13_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_13_tame,0,,,,PROT_13_AGREE,
PROT_13_A_BTN1,PROT_13_AGREE,Accept the Ghost's Protection of Vermont,standard,set_flag,prot_13_agreed,0,,,,,
PROT_13_A_BTN2,PROT_13_AGREE,The Full Green Mountain Ceremony,explicit,set_flag,prot_13_agreed,0,,,,,
PROT_14_S_BTN1,PROT_14_SUMMON,Let Them Finish,standard,trigger_event,PROT_14_TAME,0,,,,,
PROT_14_S_BTN2,PROT_14_SUMMON,Gentlemen — One Agenda Item,standard,trigger_event,PROT_14_TAME,0,,,,,
PROT_14_T_BTN1,PROT_14_TAME,Acknowledge the Deescalation,standard,set_flag,prot_14_tame,0,,,,PROT_14_AGREE,
PROT_14_T_BTN2,PROT_14_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_14_tame,0,,,,PROT_14_AGREE,
PROT_14_A_BTN1,PROT_14_AGREE,Accept the Rushmore Endorsement,standard,set_flag,prot_14_agreed,0,,,,,
PROT_14_A_BTN2,PROT_14_AGREE,The Complete Presidential Council,kinky_lewd,set_flag,prot_14_agreed,0,,,,,
PROT_15_S_BTN1,PROT_15_SUMMON,Contact Florida Homesteaders,standard,trigger_event,PROT_15_TAME,0,,,,,
PROT_15_S_BTN2,PROT_15_SUMMON,Observe from the Swamp Edge,standard,trigger_event,PROT_15_TAME,0,,,,,
PROT_15_T_BTN1,PROT_15_TAME,Acknowledge the Deescalation,standard,set_flag,prot_15_tame,0,,,,PROT_15_AGREE,
PROT_15_T_BTN2,PROT_15_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_15_tame,0,,,,PROT_15_AGREE,
PROT_15_A_BTN1,PROT_15_AGREE,Accept the Skunk Ape's Patrol Commitment,standard,set_flag,prot_15_agreed,0,,,,,
PROT_15_A_BTN2,PROT_15_AGREE,The Full Everglades Accord,explicit,set_flag,prot_15_agreed,0,,,,,
PROT_16_S_BTN1,PROT_16_SUMMON,Approach on Foot — No Weapons Visible,standard,trigger_event,PROT_16_TAME,0,,,,,
PROT_16_S_BTN2,PROT_16_SUMMON,Present Your Continental Commission,standard,trigger_event,PROT_16_TAME,0,,,,,
PROT_16_T_BTN1,PROT_16_TAME,Acknowledge the Deescalation,standard,set_flag,prot_16_tame,0,,,,PROT_16_AGREE,
PROT_16_T_BTN2,PROT_16_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_16_tame,0,,,,PROT_16_AGREE,
PROT_16_A_BTN1,PROT_16_AGREE,Accept the Minuteman's Declaration,standard,set_flag,prot_16_agreed,0,,,,,
PROT_16_A_BTN2,PROT_16_AGREE,The Full Lexington Green Ceremony,explicit,set_flag,prot_16_agreed,0,,,,,
PROT_17_S_BTN1,PROT_17_SUMMON,Clear Your Thursday Evening,standard,trigger_event,PROT_17_TAME,0,,,,,
PROT_17_S_BTN2,PROT_17_SUMMON,Leave the Light On in the Executive Quarters,standard,trigger_event,PROT_17_TAME,0,,,,,
PROT_17_T_BTN1,PROT_17_TAME,Acknowledge the Deescalation,standard,set_flag,prot_17_tame,0,,,,PROT_17_AGREE,
PROT_17_T_BTN2,PROT_17_TAME,File the Departmental Report — What Comes Next,standard,set_flag,prot_17_tame,0,,,,PROT_17_AGREE,
PROT_17_A_BTN1,PROT_17_AGREE,Accept Lincoln's Endorsement,standard,set_flag,prot_17_agreed,0,,,,,
PROT_17_A_BTN2,PROT_17_AGREE,The Full Presidential Consultation,explicit,set_flag,prot_17_agreed,0,,,,,
ELECTION_BTN1,ELECTION_SEASON,Endorse the Vice President — Champion Your Running Mate,standard,set_flag,endorsed_vp,0,,,,, !vp_declined_candidacy
ELECTION_BTN2,ELECTION_SEASON,Endorse the Patriot Coalition Candidate — Sons of Liberty,standard,set_flag,endorsed_patriot,0,,,,,
ELECTION_BTN3,ELECTION_SEASON,Endorse the Moderate Coalition Candidate — Continental Congress,standard,set_flag,endorsed_moderate,0,,,,,
ELECTION_BTN4,ELECTION_SEASON,Endorse the Populist Coalition Candidate — Common Cause,standard,set_flag,endorsed_populist,0,,,,,
ELECTION_BTN5,ELECTION_SEASON,Endorse the Radical Coalition Candidate — Free Workers Union,standard,set_flag,endorsed_radical,0,,,,,
STUMP_BTN1,STUMP_SPEECH_01,Give the Stump Speech,standard,election_pressure_change,,15,,,,,
STUMP_BTN2,STUMP_SPEECH_01,The Full Presidential Address,explicit,election_pressure_change,,25,,,,,
ELECTION_WIN_BTN1,ELECTION_NIGHT_WIN,The Republic Stands,standard,morale_boost,,50,,,,,
ELECTION_LOSE_BTN1,ELECTION_NIGHT_LOSE,Well. Okay Then.,standard,nothing,,0,,,,,
VP_FIRST_MEETING_BTN1,VP_FIRST_MEETING,Hear Them Out,standard,set_flag,vp_met,0,,,,,
VP_FIRST_MEETING_BTN2,VP_FIRST_MEETING,Set the Ground Rules First,standard,set_flag,vp_met,0,,,,,
VP_COUNSEL_BTN1,VP_COUNSEL,Accept Their Counsel,standard,morale_boost,,10,,,,,
VP_COUNSEL_BTN2,VP_COUNSEL,Ask Them to Lead the Response,standard,loyalty_change,vp_faction,10,,,,,
VP_DOUBT_BTN1,VP_DOUBT,Remind Them Why They Joined,standard,morale_boost,,15,,,,,
VP_DOUBT_BTN2,VP_DOUBT,Remind Them in a More Convincing Way,sensual,morale_boost,,25,,,,,
VP_LOYALTY_TEST_BTN1,VP_LOYALTY_TEST,Support the VP's Public Statement,standard,loyalty_change,vp_faction,15,,,,,
VP_LOYALTY_TEST_BTN2,VP_LOYALTY_TEST,Let the VP Handle It Alone,standard,loyalty_change,vp_faction,5,,,,,
